solido,ph,coliformes,dbo,fosforo,od,temperatura,turbidez
189.79166666666666,7.094057396342201,3535.8333333333335,4.916666666666667,1.0841596016982409,2.471666666666667,21.791666666666668,27.641666666666666
192.11860730593605,7.105960703508022,3439.4954337899544,4.788812785388128,1.0841596016982409,2.4426757990867585,21.951484018264843,27.898333333333333
194.69486301369864,7.105960703508022,3332.8356164383563,4.647260273972603,1.0841596016982409,2.410578767123288,22.128424657534246,28.1825
197.18801369863013,7.120679481845854,3229.6164383561645,4.51027397260274,1.0841596016982409,2.3795171232876715,22.299657534246577,28.4575
199.76426940639269,7.120679481845854,3122.9566210045664,4.3687214611872145,1.0841596016982409,2.347420091324201,22.47659817351598,28.741666666666667
202.2574200913242,7.120679481845854,3019.7374429223746,4.231735159817352,1.0841596016982409,2.3163584474885845,22.647831050228312,29.016666666666666
204.83367579908676,7.120679481845854,2913.0776255707765,4.090182648401827,1.0841596016982409,2.284261415525114,22.824771689497716,29.300833333333333
207.40993150684932,7.140307300056529,2806.4178082191784,3.9486301369863015,1.0841596016982409,2.252164383561644,23.001712328767123,29.585
209.9030821917808,7.140307300056529,2703.198630136986,3.8116438356164384,1.0841596016982409,2.2211027397260277,23.17294520547945,29.86
212.47933789954337,7.140307300056529,2596.538812785388,3.6700913242009134,1.0841596016982409,2.1890057077625573,23.349885844748858,30.144166666666667
214.9724885844749,7.148947399572888,2493.3196347031962,3.5331050228310503,1.0841596016982409,2.1579440639269407,23.52111872146119,30.419166666666666
217.54874429223744,7.150002985093936,2386.659817351598,3.391552511415525,1.8995660958904104,2.1258470319634704,23.698059360730593,30.703333333333333
220.125,7.154462891519535,2280.0,3.25,0.26799999999999996,2.09375,23.875,30.9875
189.75,7.140307300056529,12650.0,3.0,0.31275,5.175000000000001,23.5,5.4
156.6,7.105960703508022,31700.0,2.8,0.4208,3.1439999999999997,20.6,64.4
260.25179460881424,7.120679481845854,42000.0,6.5,0.1505,3.3899999999999997,24.5,49.5
176.8,7.094057396342201,17350.0,7.2,0.4548,2.3019999999999996,23.6,36.739999999999995
179.02857142857144,7.110451688132015,15788.775510204081,6.440816326530612,0.42617142857142853,2.4242040816326527,23.15918367346939,50.60857142857142
181.33142857142857,7.102486092584077,14175.510204081633,5.656326530612246,0.3965885714285714,2.550481632653061,22.703673469387756,64.93942857142856
183.6342857142857,7.089920397340153,12562.244897959183,4.871836734693877,0.36700571428571427,2.676759183673469,22.248163265306122,34.38257231880287
185.86285714285714,7.061774915852385,11001.020408163266,4.11265306122449,0.3383771428571429,2.798963265306122,21.80734693877551,42.835890848664626
188.1657142857143,7.061774915852385,9387.755102040817,3.328163265306123,0.3087942857142857,2.9252408163265304,21.351836734693876,42.835890848664626
190.39428571428573,7.061774915852385,7826.530612244898,2.568979591836735,0.2801657142857143,3.0474448979591835,20.911020408163267,42.835890848664626
192.69714285714286,7.061774915852385,6213.26530612245,1.7844897959183674,0.25058285714285716,3.173722448979592,20.455510204081634,42.835890848664626
195.0,7.061774915852385,4600.0,1.0,0.221,3.3,20.0,42.835890848664626
193.76923076923077,7.120679481845854,94365.0,4.076923076923077,0.20415384615384616,2.86,22.846153846153847,20.015384615384615
212.33333333333334,7.120679481845854,1020.0,7.666666666666667,0.42533333333333334,1.2933333333333332,23.666666666666668,56.666666666666664
188.66666666666666,7.115443997808988,21000.0,5.666666666666667,0.11433333333333333,2.7733333333333334,25.666666666666668,18.666666666666668
275.91713606674284,7.140307300056529,23400.0,4.5,0.6831666666666667,2.085,24.666666666666668,49.550000000000004
259.57718431274753,7.061774915852385,4500.0,1.0,0.092,2.2,25.0,20.0
195.0,7.061774915852385,63000.0,3.5,0.222,2.905,21.5,46.5
173.0,7.150002985093936,79000.0,4.0,0.085,6.8,21.0,18.0
176.33333333333334,7.105960703508022,68117.64705882352,3.607843137254902,0.08215686274509805,6.427450980392157,21.49019607843137,18.53921568627451
179.77777777777777,7.102486092584077,56872.549019607846,3.2026143790849675,0.07921895424836602,6.042483660130719,21.99673202614379,19.09640522875817
183.11111111111111,7.061774915852385,45990.19607843138,2.810457516339869,0.07637581699346406,5.669934640522876,22.486928104575163,19.63562091503268
186.55555555555554,7.061774915852385,34745.09803921569,2.4052287581699345,0.07343790849673204,5.284967320261438,22.99346405228758,20.19281045751634
190.0,7.061774915852385,23500.0,2.0,0.07050000000000001,4.9,23.5,20.75
165.4,7.154462891519535,14400.0,5.8,0.15819999999999998,5.0200000000000005,21.2,15.419999999999998
163.5,7.1276979759325325,44075.0,3.0,0.09425,6.15,22.75,64.5
232.0,7.097709958134764,11360.0,4.0,0.0612,5.16,23.4,42.8
241.0,7.089920397340153,49600.0,5.333333333333333,0.14733333333333334,3.766666666666667,26.0,8.4
265.0,7.094057396342201,72000.0,4.8,0.1856,5.3,23.8,14.559999999999999
249.91813953488372,7.105960703508022,69020.1550387597,5.203720930232558,0.23367162790697674,5.131013953488372,23.8,17.391813953488374
234.83627906976744,7.120679481845854,66040.31007751937,5.607441860465116,0.2817432558139535,4.962027906976744,23.8,20.223627906976745
220.24093023255813,7.120679481845854,63156.589147286824,5.9981395348837205,0.32826418604651164,4.798493023255814,23.8,22.964093023255813
205.15906976744188,7.140307300056529,60176.74418604651,6.401860465116279,0.37633581395348836,4.629506976744186,23.8,25.795906976744188
190.56372093023256,7.150002985093936,57293.023255813954,6.792558139534883,0.4228567441860466,4.465972093023256,23.8,28.53637209302326
175.48186046511628,7.115443997808988,54313.17829457365,7.196279069767442,0.4709283720930233,4.296986046511628,23.8,31.36818604651163
160.4,7.115443997808988,51333.333333333336,7.6,0.519,4.128,23.8,34.2
318.8,7.061774915852385,8220.0,4.6,0.1234,3.38,24.4,31.8
194.16666666666666,7.094057396342201,2916.6666666666665,4.666666666666667,0.7725,2.815,21.666666666666668,26.433333333333334
223.71428571428572,7.102486092584077,16080.0,9.857142857142858,0.3648571428571429,2.0857142857142854,23.428571428571427,25.228571428571428
187.66666666666666,7.094057396342201,4200.0,5.666666666666667,0.5133333333333333,1.0066666666666666,22.333333333333332,26.333333333333332
227.5,7.105960703508022,25060.0,6.625,0.42550000000000004,2.7787499999999996,23.25,40.3125
205.25,7.158614486041258,19030.0,6.5625,0.269,2.751875,21.625,39.90625
183.0,7.15,13000.0,6.5,0.1125,2.725,20.0,39.5
181.72549019607843,7.1303921568627455,55549.01960784314,7.578431372549019,0.32377450980392153,3.582843137254902,20.58823529411765,34.40196078431372
180.40849673202615,7.110130718954249,99516.33986928106,8.692810457516341,0.5420915032679738,4.469281045751634,21.19607843137255,29.133986928104576
179.13398692810458,7.090522875816993,34584.724101758075,9.77124183006536,0.7533660130718954,5.327124183006536,21.784313725490197,24.0359477124183
177.81699346405227,7.0702614379084965,49788.935434866995,10.88562091503268,0.9716830065359476,6.2135620915032685,22.392156862745097,18.76797385620915
176.5,7.05,49788.935434866995,12.0,1.19,3.991046027399429,23.0,13.5
190.81638418079095,7.120679481845854,34584.724101758075,12.0,1.335141242937853,5.611728813559322,22.44632768361582,14.338418079096044
206.66666666666666,7.107164081184928,99000.0,12.0,1.4958333333333333,3.964,21.833333333333332,15.266666666666666
210.5,7.094057396342201,50000.0,6.75,0.6375,5.9700000000000015,22.25,10.475000000000001
228.5,7.140307300056529,49788.935434866995,11.833333333333334,1.1325,5.6739999999999995,23.666666666666668,15.850000000000001
231.0,7.05,70000.0,14.873885907392733,0.255,3.65,19.5,13.05
230.5,7.154462891519535,49788.935434866995,8.25,1.6400000000000001,4.128448222223115,20.75,27.675
234.29076086956522,7.115443997808988,49788.935434866995,7.8709239130434785,1.413396739130435,4.128448222223115,20.960597826086957,24.52866847826087
237.95923913043478,7.12549819486763,49788.935434866995,7.5040760869565215,1.1941032608695652,6.5234239130434775,21.164402173913043,21.48383152173913
241.75,7.0625,49788.935434866995,7.125,0.9675,5.584999999999999,21.375,18.3375
245.41847826086956,7.107336956521739,34584.724101758075,6.758152173913043,0.7482065217391305,4.676847826086956,21.578804347826086,15.292663043478262
249.20923913043478,7.15366847826087,68056.52173913043,6.3790760869565215,0.5216032608695651,3.7384239130434773,21.789402173913043,12.14633152173913
253.0,7.2,800.0,6.0,0.295,2.8,22.0,9.0
225.66666666666666,7.1000000000000005,49788.935434866995,15.5,0.9674999999999999,4.7250000000000005,23.333333333333332,7.900000000000001
210.66666666666666,7.105960703508022,11680.0,9.666666666666666,0.43050000000000005,4.68,23.5,36.333333333333336
237.85714285714286,7.128571428571428,49788.935434866995,16.571428571428573,0.7794285714285714,3.283333333333333,24.285714285714285,37.728571428571435
254.33333333333334,7.166666666666667,7500.0,3.3333333333333335,0.6980000000000001,2.3,23.333333333333332,33.93333333333333
215.0,7.115443997808988,49788.935434866995,9.5,1.75,5.9,18.5,31.5
265.1666666666667,7.133333333333333,5238.0,12.833333333333334,0.39066666666666666,5.1,25.333333333333332,23.166666666666668
167.25,7.124999999999999,25433.333333333332,9.25,0.60225,4.033333333333333,23.5,45.5
249.25,7.105960703508022,106233.33333333333,7.0,0.46575,2.8333333333333335,21.5,60.0
235.82513661202185,7.105960703508022,63600.2868852459,8.01639344262295,0.6860109289617486,3.7184426229508194,22.262295081967213,41.02732240437159
222.83333333333334,7.105960703508022,22342.5,9.0,0.8991666666666668,4.574999999999999,23.0,22.666666666666668
229.91666666666669,7.120679481845854,16121.25,8.75,0.8470833333333334,4.4375,24.75,22.433333333333334
237.0,7.140307300056529,9900.0,8.5,0.795,4.3,26.5,22.2
349.5,7.115443997808988,101500.0,11.0,0.4575,5.05,22.5,34.38257231880287
245.33333333333334,7.1000000000000005,54075.0,5.833333333333333,1.1091666666666666,4.375,23.0,32.65
274.0,7.2,80000.0,6.0,1.69,4.8,22.0,17.5
226.0,7.154462891519535,2862.25,12.75,0.38749999999999996,4.2749999999999995,22.0,33.0
349.5,7.097709958134764,13000.0,7.25,0.9075,5.2,21.0,32.975
253.25,7.105960703508022,69000.0,5.5,0.47875,4.433333333333334,22.75,34.38257231880287
199.5,7.120679481845854,6900.0,9.5,0.31,2.05,21.5,13.5
240.77450980392157,7.110451688132015,37932.35294117647,11.558823529411764,0.3119607843137255,2.942156862745098,22.38235294117647,23.794117647058826
283.4248366013072,7.089920397340153,69999.11764705883,13.686274509803921,0.3139869281045752,3.864052287581699,23.294117647058822,34.43137254901961
324.69934640522877,7.061774915852385,101031.47058823529,15.745098039215687,0.31594771241830066,4.7562091503267965,24.176470588235293,44.72549019607844
367.3496732026144,7.061774915852385,34584.724101758075,17.872549019607842,0.3179738562091503,5.678104575163398,25.08823529411765,55.36274509803922
265.71244497600094,7.061774915852385,34584.724101758075,20.0,0.32,6.6,26.0,66.0
326.5932203389831,7.097709958134764,49788.935434866995,13.237288135593221,0.4344915254237288,3.5864406779661016,23.74576271186441,45.7593220338983
234.25,7.15,49788.935434866995,5.75,0.56125,3.963270959989157,21.25,23.349999999999998
226.33333333333334,7.1271523633217235,49788.935434866995,8.0,0.305,2.8499999999999996,22.666666666666668,22.666666666666668
207.33333333333334,7.120679481845854,111805.0,11.0,0.28750000000000003,3.55,22.333333333333332,19.099999999999998
220.448087431694,7.154462891519535,62241.72131147541,10.508196721311476,0.364344262295082,3.312295081967213,22.046448087431692,36.87868852459016
234.0,7.075,11026.333333333334,10.0,0.44375,3.0666666666666664,21.75,55.25
217.7377049180328,7.115443997808988,5628.60655737705,13.811475409836065,0.29954918032786887,3.642622950819672,21.62295081967213,29.99262295081967
202.0,7.120679481845854,405.0,17.5,0.16,4.2,21.5,5.55
198.5,7.120679481845854,1265.0,8.5,0.22499999999999998,3.45,23.0,35.5
227.7622950819672,7.094057396342201,1380.5737704918033,20.057377049180324,0.23975409836065573,3.622131147540984,24.721311475409834,22.66393442622951
258.0,7.107164081184928,1500.0,32.0,0.255,3.8000000000000003,26.5,9.4
235.4388888888889,7.110451688132015,8905.555555555555,27.866666666666667,0.5202222222222221,4.557777777777778,24.08888888888889,14.084444444444443
215.0611111111111,7.094057396342201,15594.444444444445,24.133333333333333,0.7597777777777778,5.242222222222223,21.91111111111111,18.315555555555555
192.5,7.120679481845854,23000.0,20.0,1.025,6.0,19.5,23.0
184.66666666666666,7.1595161705805985,30447.5,15.5,0.6483333333333333,6.1,21.333333333333332,26.21666666666667
192.0,7.120679481845854,110000.0,9.5,1.2625,4.3,23.0,42.835890848664626
185.9673913043478,7.120679481845854,75907.60869565218,10.478260869565217,0.9103260869565217,4.626086956521739,22.83695652173913,69.95652173913044
179.7336956521739,7.140307300056529,40678.804347826095,11.48913043478261,0.5464130434782608,4.96304347826087,22.668478260869566,44.07826086956522
173.5,7.140307300056529,5450.0,12.5,0.1825,5.300000000000001,22.5,18.2
185.13934426229508,7.115443997808988,20749.016393442624,12.90983606557377,0.2722540983606557,4.336065573770492,22.827868852459016,19.544262295081968
197.16666666666666,7.066666666666666,36558.0,13.333333333333334,0.365,3.34,23.166666666666668,20.933333333333334
164.5,7.105960703508022,15245.0,8.5,0.2125,4.9,22.0,47.5
226.0,7.075,11410.0,14.75,0.51125,3.733333333333333,25.5,20.5
238.14166666666665,7.120679481845854,7839.833333333334,10.4875,0.4331041666666666,3.406111111111111,21.366666666666667,17.4
249.5,7.089920397340153,4500.0,6.5,0.36,3.1,17.5,14.5
222.81967213114754,7.094057396342201,11868.852459016394,7.008196721311475,0.31299180327868853,3.328688524590164,19.5327868852459,33.81147540983606
197.0,7.150002985093936,19000.0,7.5,0.2675,3.55,21.5,52.5
201.2688524590164,7.094057396342201,49788.935434866995,7.550819672131148,0.47662295081967215,3.3594262295081965,20.737704918032787,50.77213114754098
205.4,7.089920397340153,49788.935434866995,7.6,0.679,3.175,20.0,49.1
253.7,7.109383858400804,49788.935434866995,8.466666666666667,0.6336666666666667,4.8375,21.333333333333336,34.21666666666667
302.0,7.094057396342201,20000.0,9.333333333333334,0.5883333333333334,6.5,22.666666666666668,19.333333333333332
297.08196721311475,7.150002985093936,49788.935434866995,9.169398907103826,0.5012431693989071,6.008196721311475,23.937158469945356,46.79644808743169
292.0,7.1499999999999995,49788.935434866995,9.0,0.41125,5.5,25.25,75.175
230.75,7.120679481845854,49788.935434866995,8.25,0.91375,4.15,20.0,44.75
336.0,7.115443997808988,50000.0,15.5,0.32499999999999996,3.4,25.5,54.0
292.12711864406776,7.140307300056529,56961.86440677966,13.398305084745763,0.4602966101694914,4.175,23.48587570621469,37.62429378531073
252.5,7.120679481845854,63250.0,11.5,0.5824999999999999,4.875,21.666666666666668,22.833333333333332
257.58196721311475,7.115443997808988,56516.39344262295,11.245901639344263,0.46688524590163927,4.4303278688524586,22.34426229508197,55.18852459016394
262.5,7.15,50000.0,11.0,0.355,4.0,23.0,34.38257231880287
197.0,7.154462891519535,6000.0,19.5,1.14,6.9,21.5,22.75
232.5,7.089920397340153,34584.724101758075,10.0,0.83,4.3,25.0,16.0
236.8804347826087,7.102486092584077,116184.78260869565,8.98913043478261,0.6337228260869565,4.738043478260869,23.98913043478261,19.875
241.26086956521738,7.110451688132015,102369.5652173913,7.978260869565217,0.43744565217391296,5.176086956521739,22.97826086956522,23.75
245.5,7.105960703508022,89000.0,7.0,0.2475,5.6,22.0,27.5
246.5,7.115443997808988,116500.0,5.5,0.2125,3.95,25.5,34.38257231880287
254.61475409836066,7.12549819486763,80614.75409836066,7.221311475409836,0.19241803278688524,3.8352459016393445,24.598360655737707,62.29508196721311
263.0,7.083333333333333,43533.333333333336,9.0,0.17166666666666666,3.716666666666667,23.666666666666668,30.566666666666666
258.35,7.12549819486763,81688.87962962964,8.942592592592593,0.506638888888889,3.9864814814814817,23.896296296296295,27.24277777777778
254.15,7.115443997808988,116151.95370370371,8.89074074074074,0.8091944444444444,4.230185185185185,24.103703703703705,24.240555555555556
249.5,7.140307300056529,34584.724101758075,8.833333333333334,1.1441666666666668,4.5,24.333333333333332,20.916666666666668
305.5,7.050000000000001,30000.0,9.5,0.645,4.4,21.5,18.0
240.5,7.1,110000.0,12.0,0.8293337985425203,3.0,23.0,13.5
270.25409836065575,7.1245901639344265,67213.11475409837,10.770491803278688,1.5487704918032787,6.19672131147541,23.491803278688526,10.65983606557377
301.0,7.15,23000.0,9.5,0.85,4.128448222223115,24.0,7.725
208.0,7.097709958134764,12450.0,4.0,0.275,4.55,23.30113408855851,17.5
137.0,7.140307300056529,49788.935434866995,8.5,0.33,4.8,19.0,27.0
261.9276015887442,7.115443997808988,11433.333333333334,12.75,0.745,4.133333333333334,24.5,17.75
238.0,7.150002985093936,21150.0,5.5,0.32999999999999996,4.2,27.5,16.5
269.0,7.150002985093936,100850.0,6.0,0.725,5.4,27.5,24.75
198.0,7.115443997808988,4500.0,9.0,0.20500000000000002,3.05,26.0,76.0
253.84180790960454,7.115443997808988,37154.40677966102,11.293785310734464,0.627768361581921,3.4652542372881356,24.338983050847457,60.054237288135596
315.6666666666667,7.115443997808988,73307.5,13.833333333333334,1.0958333333333334,3.9250000000000003,22.5,42.4
234.1912568306011,7.120679481845854,41779.22131147541,11.702185792349727,0.6589480874316941,4.625819672131147,21.024590163934427,39.00655737704918
150.0,7.094057396342201,9200.0,9.5,0.20750000000000002,5.35,19.5,35.5
229.16666666666666,7.150002985093936,34584.724101758075,21.333333333333332,0.9249999999999999,3.9333333333333336,21.833333333333332,19.5
250.0,7.120679481845854,6555.0,9.0,1.1775,4.5,21.0,8.5
248.22131147540983,7.094057396342201,43879.50819672131,16.62295081967213,1.046639344262295,4.128448222223115,21.25409836065574,16.37704918032787
246.5,7.110451688132015,80000.0,24.0,0.9199999999999999,4.128448222223115,21.5,24.0
214.0,7.120679481845854,2850.0,10.0,0.375,4.6,28.0,40.0
159.65573770491804,7.115443997808988,3022.1311475409834,14.426229508196721,0.28893442622950816,4.329508196721311,28.983606557377048,51.557377049180324
259.57718431274753,7.1,3200.0,19.0,0.19999999999999998,4.05,23.30113408855851,63.5
218.0,7.115443997808988,13300.0,12.0,0.3325,5.6,25.0,22.5
265.91041666666666,7.090625,61971.66666666667,15.9875,0.6228020833333333,4.643,23.852083333333333,20.929166666666667
317.125,7.1875,114000.0,20.25,0.933125,3.62,22.625,19.25
267.3913934426229,7.115443997808988,115229.5081967213,17.17622950819672,0.6561782786885246,3.560983606557377,24.28483606557377,26.012295081967213
216.0,7.120679481845854,116500.0,14.0,0.37,3.5,26.0,33.0
261.25,7.1499999999999995,49788.935434866995,22.25,1.3900000000000001,4.1,22.75,43.25
257.9105691056911,7.1310975609756095,49788.935434866995,21.43089430894309,1.149308943089431,4.270121951219512,23.254065040650406,42.8089430894309
254.5711382113821,7.11219512195122,49788.935434866995,20.61178861788618,0.9086178861788619,4.440243902439024,23.758130081300813,42.36788617886179
251.33943089430895,7.09390243902439,49788.935434866995,19.81910569105691,0.6756910569105692,4.6048780487804875,24.245934959349594,41.9410569105691
248.0,7.075,21750.0,19.0,0.435,4.7749999999999995,24.75,41.5
275.91713606674284,7.175,49788.935434866995,18.0,1.4425,3.1333333333333333,25.5,22.75
275.91713606674284,7.164423076923076,49788.935434866995,18.307692307692307,1.1917884615384615,3.5712121212121213,24.75,22.95576923076923
290.3076923076923,7.153846153846152,34584.724101758075,18.615384615384617,0.941076923076923,4.009090909090909,24.0,23.161538461538463
306.8,7.115443997808988,42000.0,14.8,1.3226,4.4799999999999995,22.6,35.22
268.0,7.136286635823778,49788.935434866995,25.5,1.7149999999999999,4.4,22.5,35.5
222.0,7.116470379807747,48100.0,12.333333333333334,0.6966666666666668,4.966666666666667,25.666666666666668,13.833333333333334
292.0,7.066666666666666,6100.0,10.166666666666666,1.326,4.0200000000000005,19.333333333333332,25.066666666666666
235.75,7.120313032190191,97400.0,22.25,0.7775,4.7,24.25,24.75
247.66666666666666,7.115443997808988,49788.935434866995,18.166666666666668,0.8626666666666667,3.44,20.666666666666668,21.25
252.16666666666666,7.136286635823778,47250.0,22.333333333333332,1.3728333333333333,3.94,23.583333333333332,21.633333333333336
208.5,7.1,49788.935434866995,10.0,1.514,3.8499999999999996,23.0,38.5
221.5,7.140307300056529,61683.333333333336,16.875,0.67825,3.7125,22.5625,36.375
257.4016393442623,7.12549819486763,82380.05464480876,13.862704918032787,0.5801352459016393,4.235040983606557,21.917008196721312,35.88319672131148
294.5,7.1499999999999995,103766.66666666667,10.75,0.47875,4.7749999999999995,21.25,35.375
268.17627118644066,7.155254237288136,108490.4761904762,13.035593220338983,0.8644372881355933,4.52542372881356,20.33050847457627,29.361525423728814
244.4,7.160000000000001,112757.14285714286,15.1,1.2128,4.300000000000001,19.5,23.93
235.6,7.12,18596.666666666668,16.8,1.1760000000000002,2.8999999999999995,24.6,32.2
271.6666666666667,7.177777777777779,49788.935434866995,16.77777777777778,1.346111111111111,3.788888888888889,23.444444444444443,45.97777777777778
275.25,7.136286635823778,45240.0,28.375,1.43125,4.6,24.5,52.5
309.75,7.15,65866.66666666667,20.0,1.0841596016982409,4.675,17.5,59.5
242.75,7.115443997808988,8930.0,19.0,1.137,2.625,22.0,22.2
265.25,7.075,74200.0,20.75,2.0,3.5500000000000003,22.5,43.25
259.72802197802196,7.053571428571429,90137.20565149137,22.25,1.806978021978022,3.8338827838827836,22.565934065934066,47.684065934065934
254.02197802197801,7.1276979759325325,106605.65149136577,23.8,1.607521978021978,4.127228327228327,22.634065934065934,52.26593406593407
248.5,7.12549819486763,34584.724101758075,25.3,1.4145,4.41111111111111,22.7,56.7
331.0,7.166666666666667,90000.0,29.333333333333332,1.1943333333333335,4.95,19.666666666666668,14.666666666666666
256.75,7.15,41300.0,24.75,0.8102499999999999,5.0,26.0,46.25
279.5,7.120679481845854,70000.0,8.0,0.45149999999999996,4.15,25.0,50.5
224.25,7.105960703508022,566.6666666666666,7.5,0.73125,4.549999999999999,22.0,19.75
277.8,7.2,36192.0,19.8,0.4406,4.500000000000001,23.8,26.0
276.625,7.112499999999999,33233.333333333336,14.875,0.8302499999999999,4.728571428571428,19.5,27.7875
211.0,7.199999999999999,75130.0,14.333333333333334,0.7303333333333333,3.8833333333333333,22.5,19.583333333333332
263.5833333333333,7.133333333333334,43578.88888888889,17.416666666666668,0.7893333333333333,5.59,24.5,43.416666666666664
252.85714285714286,7.1000000000000005,7960.0,17.285714285714285,0.7342857142857143,4.257142857142857,22.857142857142858,43.74285714285714
256.85714285714283,7.117312263900903,16872.0,24.0,0.7797142857142857,4.766666666666667,22.714285714285715,36.42857142857143
274.2,7.12,25667.5,34.6,0.8726,4.3,24.0,33.8
367.6,7.12549819486763,40425.0,23.8,0.7323999999999999,5.300000000000001,21.2,37.8
290.25,7.120679481845854,1250.0,23.0,0.6675,3.766666666666667,20.5,29.625
240.22222222222223,7.155555555555556,36502.857142857145,21.444444444444443,1.555777777777778,4.8374999999999995,25.444444444444443,26.166666666666668
224.0,7.115443997808988,18150.0,15.6,0.7605999999999999,5.28,24.0,61.0
262.125,7.175000000000001,64887.142857142855,25.0,1.081875,5.171428571428572,22.0,34.0
261.7142857142857,7.1595161705805985,34584.724101758075,15.428571428571429,0.7338571428571428,5.128571428571429,21.142857142857142,56.142857142857146
261.6,7.159999999999999,17425.0,20.4,1.406,5.2,19.0,20.8
272.8622950819672,7.171475409836066,81052.04918032787,19.055737704918034,1.1071475409836065,4.39344262295082,19.327868852459016,36.226229508196724
284.5,7.183333333333334,34584.724101758075,17.666666666666668,0.7983333333333333,3.56,19.666666666666668,52.166666666666664
248.25,7.100877624881922,766.6666666666666,21.0,1.3719999999999999,4.375,22.25,48.125
244.75,7.2,17950.0,16.0,0.70375,5.428571428571429,21.75,24.25
322.2,7.115443997808988,4980.0,15.2,1.0841596016982409,3.7600000000000002,24.6,33.5
268.6666666666667,7.166666666666667,56085.71428571428,18.22222222222222,0.8663333333333333,4.8,23.88888888888889,27.944444444444443
272.54566210045664,7.18744292237443,100735.84866828087,16.775494672754945,0.9259543378995433,4.538028169014084,23.471841704718415,30.88592085235921
276.4246575342466,7.208219178082192,34584.724101758075,15.32876712328767,0.9855753424657533,4.276056338028169,23.054794520547944,33.827397260273976
261.9858370095194,7.204318551195728,34584.724101758075,14.698165776642675,1.6093700951938703,4.261591742234227,24.452519154864174,28.21439517065243
246.0,7.2,34584.724101758075,14.0,1.0841596016982409,4.2455773683195055,26.0,22.0
257.3114754098361,7.18360655737705,113960.62710537662,16.131147540983605,0.8293337985425203,4.230079587111711,23.62295081967213,21.262295081967213
269.0,7.166666666666666,103014.716607516,18.333333333333336,2.0716666666666663,4.2140652131969905,21.166666666666664,20.5
280.3114754098361,7.1502732240437155,92421.89999668315,20.46448087431694,1.9593715846994533,4.198567431989195,18.7896174863388,19.762295081967213
